Colonne1;year;record_number;pages;catalogue_title;authors
78193;1962;63652;[26, 27, 28, 29, 30];How to be an amateur archaeologist;De Cardi, Beatrice
78193;1962;63654;[31, 32];"Jodo Kumami; king of story-tellers for Kyoto's children";Kitagaki, Muneharu
63659;1962;63662;[10, 11, 12, 13, 14, 15];Ramses' mysterious encounter at dawn at the Great Temple of Abu Simbel;Haagen, Jan Karel van der
63659;1962;63665;[16, 17, 18, 19, 20, 21, 22, 23, 24];"Niko Pirosmani; unknown master of primitive art";Keim, Jean A.
63659;1962;63667;[25, 26, 27, 28];Building a future for young Arab refugees;Greenough, Richard
63659;1962;63668;[29, 30, 31, 32];Will the Indian Ocean yield its secrets? Twenty-nation scientific expedition;Behrman, Daniel
78194;1962;63679;[4, 5, 6, 7, 10, 11, 12, 13];Society calls the tune;Lengyel, Peter
78194;1962;63684;[8, 9];Music sketch book;
78194;1962;63685;[14, 15, 16, 17];In defence of science fiction;Clarke, Arthur C.
78194;1962;63688;[18, 19, 20, 21, 22, 23, 24, 25];Digging for history: an account of excavation in Nubia during 1961-62;Keating, Rex
78194;1962;63689;[28, 29, 30, 31, 32];The Anatomy of underdevelopment, pt. 3: The Rise and fall of great civilizations;United Nations
78133;1962;63692;[4, 5, 6, 7];Earthlings in the space age;Calder, Ritchie
78133;1962;63693;[8, 9, 10];Rodin and the citizens of Calais;Rilke, Rainer Maria
78133;1962;63694;[11];Man through his art;
78133;1962;63696;[12, 13, 14, 15, 16];The Deadly salt of the earth;Behrman, Daniel
78133;1962;63697;[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32];The Hidden face of the cinema, pt. 1: Production;Léglise, Paul
78178;1961;63705;[4, 5, 6, 7];Becoming an educated man in our modern world;Mead, Margaret
78178;1961;63710;[8, 9, 10, 11];Lincoln Center: America's capital for drama, music and dancing;Franklin, Peter D.
78178;1961;63712;[12, 13, 14, 15];The Kingdom of the octopus;Lane, Frank W.
78178;1961;63721;[16, 17, 18, 19, 20, 21, 22];Learning means light in Arab lands;Fradier, Georges
78178;1961;63722;[23, 24, 25, 26];50,000 letters attest the idealism of Leo Tolstoy;Shifman, A.
78178;1961;63723;[27, 28, 29, 30];29 January: World Leprosy Day;Follereau, Raoul
78178;1961;63724;[31, 32];Christianity and anti-semitism;Congar, Yves M.J.
78354;1962;63734;[16, 17];When the Sahara desert was a blooming garden;
78133;1962;63746;[17, 18, 19];Samarkand the fabulous;
78133;1962;63750;[32];UNESCO creates Kalinga Film Prize;
78179;1961;63762;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13];98 nations chart a two-year plan for world action;Behrman, Daniel
78179;1961;63765;[14, 15];An African looks at the world;Ajumogobia, F.I.
78179;1961;63768;[16, 17, 18, 19, 20];The Changing face of Africa;
78179;1961;63770;[21, 22, 23, 27];New schools for Africa;Fradier, Georges
78179;1961;63773;[24, 25, 26];Six men with a problem: obstacle course to leadership;
78179;1961;63780;[28, 29];Towards harmony between races;Métraux, Alfred
78179;1961;63797;[30, 31];Velazquez à la Picasso;
78179;1961;63805;[32];They call their telescope 'Bima Sakti';Blanco, Victor M.
66321;1985;63806;[14, 15, 16];The Chronicle of Michoacán: testament of a people;Le Clézio, Jean Marie Gustave
63808;1961;63809;[8, 9, 10, 11];Canaletto: the painter of Warsaw;Hryniewiecki, Jerzy
63808;1961;63811;[14, 15, 16, 17];The World of prehistoric man;Frank, Nino
63808;1961;63814;[18, 19, 20, 21, 22, 23, 32];New horizons for Asia's Moslem women;Hussein, Anne Marie
63808;1961;63818;[24, 25, 26, 27, 28];How the cinema affects children;Mirams, Gordon
63808;1961;63821;[29, 30, 31];"A Mariner's myth; the curse of the albatross";Gunston, David
35706;1961;63835;[6, 7];Where risks are greatest: accidents in the home;
35706;1961;63837;[8, 9, 10, 11];The Dangerous world of childhood;
35706;1961;63839;[12, 13];Education, the best vaccine against accidents;
35706;1961;63840;[14, 15, 16];Whose fault is it? Why do car accidents happen?;
35706;1961;63842;[20, 21, 22, 23];Safety is their finest product in the factory;
35706;1961;63843;[24, 25];Danger stalks the farmer: hazards in field and forest;
35706;1961;63844;[26];A Word of warning from stamps;Hill, C.W.
35706;1961;63845;[27, 28, 29, 30];Treasures from the Parthenon;
35706;1961;63846;[31, 32];"Japan misrepresented; a look at foreign textbooks";Shimada, Tatsumi
63847;1961;63848;[14];World profile of leisure and learning;
63847;1961;63849;[15, 16, 17];Banks for eyesight;Gunston, David
63847;1961;63851;[18, 19];Blood vessels in bottles;
63847;1961;63853;[20, 21, 22, 23, 24, 25, 26, 27];Microphotography reveals the invisible world;Behrman, Daniel
63847;1961;63854;[28, 29, 30, 31, 32];Strobophotography sees what our eyes do not see;Salesse-Lavergne, André J.
64074;1961;63868;[4, 5, 6, 7, 8, 9];"Prelude to independence; the pen before the sword";Arciniegas, German
64074;1961;63874;[10, 11, 12, 13, 14, 15, 16, 17];The Revolt which swept across a continent;Picon-Salas, Mariano
64074;1961;63883;[18, 19, 20, 21, 22, 23];Modern architecture, triumph of Latin America;Mindlin, Enrique
64074;1961;63885;[24, 25, 26, 27, 28, 29, 30, 31];The Changing face of Latin America;Métraux, Alfred
64074;1961;63889;[32, 33, 34, 35];70 million illiterates: a continental challenge;Vera, Oscar
64074;1961;63890;[36, 37, 38, 39, 40];Men of the land;Mende, Tibor
64501;1985;63893;[4];Peace and human values;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.)
64501;1985;63894;[5];Why war? A letter from Albert Einstein to Sigmund Freud;Einstein, Albert|International Institute of Intellectual Cooperation
64501;1985;63908;[6, 7];Cultural persecution: the first step towards genocide;Grunfeld, Frédéric V.
64501;1985;63909;[8, 9];Strange hiding-place: an arms cache in the Lascaux grotto;Malraux, André
64501;1985;63911;[10, 11];The Art of concealing art: saving the treasures of the British Museum;Plenderleith, Harold J.
64501;1985;63912;[12, 13];Art under siege: the Hermitage Museum during the 900-day onslaught on Leningrad;Piotrovsky, Boris Borisovich
64501;1985;63913;[13, 14, 15];Can we save civilization?;Kirshin, Yuri
64501;1985;63922;[16, 17];The Forgotten resistance;
64501;1985;63936;[20, 21];A Time-table for peace;Sato, Gyotsu Ko
64501;1985;63937;[22];Emancipation for men and for peoples;Casule, Kole
64501;1985;63939;[23];UNESCO: the birth of an ideal;
64501;1985;63941;[24, 25];A New hope in the nuclear age;Thomas, Lewis
64501;1985;63942;[26, 27, 28, 29, 30, 31];Nuclear winter: the world-wide consequences of nuclear war;Sagan, Carl|Alexandrov, Vladimir V.|Pavlov, Alexander S.
64501;1985;63944;[32, 33, 34];UNESCO and peace research;
64092;1961;64093;[24, 25, 26, 27, 28, 29];Art in mathematics;
64092;1961;64094;[30, 31, 32, 33, 34, 35, 36, 37, 38, 39];Science, man and society;Gray, James
64092;1961;64095;[40, 41, 42, 43, 44, 45];World trends in scientific research;Behrman, Daniel
64092;1961;64096;[46, 47];"A science reporter speaks of ""babelology""";Calder, Ritchie
64092;1961;64099;[48, 49, 50, 51, 52];A Tooth was the clue in a Hong Kong medicine shop;Koenigswald, G.H.R. von
64092;1961;64100;[53, 54, 55, 56];Taras Shevchenko, Ukraine's poet of freedom;Bentley, Pauline
64591;1961;64101;[5, 6, 7, 34];The Vanishing herds;Bourlière, François
64591;1961;64102;[8, 9, 10, 11, 12, 13];Poaching: the shocking slaughter of Africa's wild life;Huxley, Julian
64591;1961;64103;[15, 16, 17];Wild life as a world asset;Huxley, Julian
64591;1961;64108;[18, 19, 20, 21, 22];Two men and a 'flying zebra';Bentley, Pauline
64591;1961;64109;[23, 34];Nature's fight for life at Ngorongoro Crater;Huxley, Julian
64591;1961;64238;[24, 25, 26, 27];The Canadian caribou: a disappearing species;Banfield, A.W.F.
64591;1961;64239;[28, 29, 30, 31, 32];Where time stood still: the Galapagos Islands and their prehistoric creatures;Dorst, Jean
64240;1961;64241;[7, 8, 9, 10, 11, 12, 13, 14, 15];Ingenious engineers of 3,000 years ago;Calder, Ritchie
64240;1961;64242;[16, 17, 18, 19, 20];How Philae will be saved;Conil Lacoste, Michel
64240;1961;64243;[21, 24, 25, 40];"Nubia today; a vast archaeological camp";Christophe, Louis A.
64240;1961;64244;[22, 23];Gifts from the land of the Pharaohs;
64240;1961;64245;[26, 27, 28, 29];Floating laboratories on the Nile;Desroches Noblecourt, Christiane
64240;1961;64247;[30, 31];Twenty-three monuments will be removed;
64240;1961;64249;[32, 33, 34, 35, 36, 37];Journey to the land of Kush;Keating, Rex
64240;1961;64251;[38, 39];Nubia's Christian age;Kirwan, Laurence Patrick
64255;1961;64254;[4, 5, 6, 7, 8, 9, 10, 11];Saving our vanishing forests;Oedekoven, Karl Heinz
64255;1961;64258;[22, 23, 24];Rays from outer space;Gusev, Alexander
64255;1961;64260;[25, 26, 27, 28, 29];The Saga of Fridtjof Nansen;Gladwell, Robert
66321;1985;64261;[17, 18];The Lay of Igor's Campaign;Shkliarevsky, Igor Ivanovich
64331;1961;64276;[4];A Centenary tribute to Rabindranath Tagore;UNESCO. Director-General, 1958-1961 (Veronese, V.)
64331;1961;64279;[5, 6, 7, 8, 9, 10, 11];Portrait of a man;Ray, Satyajit
64331;1961;64281;[12, 13, 14, 15];Rebel with a universal cause: he named his school 'Abode of Peace';Kabir, Humayun
64331;1961;64283;[16, 17, 20, 21];A Little-known realm of haunting vocal music and melodies;Stern, Philippe|Bake, Arnold A.
64331;1961;64286;[18, 19];The Enchantment of lines;
64331;1961;64288;[22, 23, 24, 25];Revelations of a Nobel Prize in literature;Qureshi, Mahmud Shah
64331;1961;64289;[26, 27];Readings from Tagore;
66321;1985;64290;[21, 22, 23];The Glory of the spoken;Stétié, Salah
64331;1961;64291;[28, 29];The Tumultuous history of ancient Nubia;Piotrovsky, Boris Borisovich
64331;1961;64292;[30, 31, 32];The Art of Ethiopia's painter-scribes;Leroy, Jules
64515;1960;64298;[4, 5, 6, 7, 8, 9, 10, 11, 12];Chekhov: contract with conscience;Bentley, Pauline
64515;1960;64299;[13, 14, 15];Chekhov: an unsurpassed master of the short story;Yelizarova, Maria
64515;1960;64301;[16, 17, 18, 19, 20, 21, 22, 23, 24, 25];Patagonia: paradox of desolation and prosperity;Aubert de La Rue, Edgar
64515;1960;64304;[26, 27, 28];The World's knowledge inside a cigar box;Calder, Ritchie
64515;1960;64306;[30, 31];Books on wheels: a library comes to a Greek village;
64515;1960;64307;[32, 33];Laboratory for desert living;Behrman, Daniel
64522;1960;64308;[3];A Message from the Director-General of UNESCO;UNESCO. Director-General, 1958-1961 (Veronese, V.)
64522;1960;64309;[5, 6, 7];The Drama of Nubia;Fradier, Georges
64522;1960;64311;[8, 9, 10, 11, 12, 13, 14, 15];"The Legacy of Nubia; journey to a land condemned";Desroches Noblecourt, Christiane
64522;1960;64314;[16, 17, 18, 19];Abu Simbel: marriage of the colossal and the beautiful;
64522;1960;64316;[20, 21, 22];The Saga of a temple freed from a grave of sand;Christophe, Louis A.
64522;1960;64318;[31, 32, 33];The Sun was a witness at Pharaoh's marriage;Cerny, Jaroslav
64522;1960;64319;[34, 35, 36, 37];Philae, the sacred isle;Drioton, Etienne
64522;1960;64321;[38, 39, 50];In the steps of Greece and Rome;Bernand, André|Aly, Abdullatif Ahmed
64522;1960;64325;[40, 41, 42, 43];Under the sign of Maat, goddess of precision;
64522;1960;64327;[44, 45];The Modern pyramid of Aswan: Sadd El Aali;Raccah, Albert
78332;1960;64342;[4, 5, 6, 7, 8, 9, 10];A New international family: the sound hunters;Thévenot, Jean
78332;1960;64345;[11, 12, 13];No schools today for one child in two;Fernig, Leo R.
78332;1960;64347;[14, 15, 16, 17, 18, 19, 20, 21];The Magic art of Czech glass;Santar, Indrich
78332;1960;64348;[22];I weep, therefore I am;Calder, Ritchie
78332;1960;64351;[23, 24, 25];UNESCO colour art slide series brings rare art into the home;
78332;1960;64355;[26, 27, 28, 29, 30];The 'Mark Twain' of Yiddish literature;Leftwich, Joseph
64696;1960;64359;[4, 5];World assault against a single enemy: malaria;Candau, M.G.
64696;1960;64362;[6, 7];1,000 million lives in danger;
64696;1960;64364;[8, 9];Spectre of death or slavery;
64522;1960;64519;[46, 47, 48, 49];Sudanese Nubia, 'terra incognita' of archaeologists;Vercoutter, Jean
64522;1960;64521;[50];Question marks in the desert;Shoukry, Anwar|Daumas, François
78332;1960;64527;[33];Largest census of world's farming starts this year;
64696;1960;64540;[12, 13];Outwitting the wily anopheles;
64696;1960;64541;[14, 15, 16];Was ancient Greece vanquished by malaria?;
64696;1960;64543;[17, 32];U.S.S.R. sees victory ahead in 40 year war on malaria;Bruce-Chwatt, L.J.
64696;1960;64544;[22];Battery of new drugs joins battle with world's most costly disease;
64696;1960;64545;[23, 24, 25];What shall we gain by the conquest of space?;Fesenkov, V.G.
64696;1960;64554;[26, 27, 28, 29];The Story of place names;Pei, Mario
64696;1960;64556;[30, 31, 32];How long do they live?;Gunston, David
78452;1960;64558;[4, 5];UNESCO's Nubian campaign is launched;
78452;1960;64559;[6, 7];March 8 appeal by Vittorino Veronese, Director-General of UNESCO;UNESCO. Director-General, 1958-1961 (Veronese, V.)
78452;1960;64560;[8, 9, 10, 11];André Malraux: 'There is only one action over which indifferent stars and unchanging rivers have no sway: it is the action of a man who snatches something from death';Malraux, André
78452;1960;64563;[12, 13, 14, 15];The World campaign gets under way;
78452;1960;64571;[16, 17];The Shapes of things to come;Calder, Ritchie
78452;1960;64572;[18, 19, 20, 21, 22, 23, 24, 25];Buddhist paintings of ancient Japan;
78452;1960;64574;[26, 27, 28, 29, 30];Moving day for an Arctic city;Drummond, John
78452;1960;64575;[30, 31, 32];One thousand new schools for Poland's 1,000th birthday;Barucki, Tadeusz
64690;1960;64584;[4, 5];When is a person considered blind?;Frank, Nino
64690;1960;64585;[6, 7, 8, 9, 10];Science still seeking true electronic substitute for sight;Barnett, M. Robert
64690;1960;64586;[11, 12, 13];More blind persons in Calcutta than in the whole of Canada;Owens, W.H.
64690;1960;64587;[14, 15, 16];Victory in sight over the babel of Braille;Mackenzie, Sir Clutha Nantes
64690;1960;64588;[15];Stamps to honour and help the blind;Hill, C.W.
64690;1960;64589;[17, 18, 19, 31];The Gulf is vanishing;Henri, Pierre
64690;1960;64598;[20, 21, 22];"Out of the darkness; the blind in the U.S.S.R.";Kondratov, A.
64690;1960;64599;[23];Do's and don'ts for the sighted;Potter, Frederick H.
64690;1960;64607;[25, 26];Fifteen million francs overnight: French scouts and UNESCO Clubs chalk up a success;
64690;1960;64612;[27, 28, 29, 30];Let's stop playing blind man's rebuff;Bataille, Léon
64692;1960;64614;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17];Turn to the sea;Spilhaus, Athelstan
64692;1960;64615;[18];A UNESCO vessel to sail the seas;Pérez-Vitoria, Augusto
64692;1960;64618;[19];Expedition to the Indian Ocean;
64692;1960;64623;[20, 21, 22];Exploring the world's deepest trenches;Bruun, Anton F.
64692;1960;64624;[23, 24, 25];In the realm of the tripod fish;Latil, Pierre de
64692;1960;64627;[28, 29, 30, 31, 32];From aqualung to bathyscaph;Cousteau, Jacques Yves
64692;1960;64668;[36];"Danger; 500 mph tidal wave arriving";Saint-Guily, B.
64692;1960;64675;[37, 66];The Wave-mystery of D-Day 1944;Calder, Ritchie
64692;1960;64676;[38, 39];From tropical waters to islands of ice;Zenkevitch, L.A.|Laktionov, A.
64692;1960;64677;[40, 41, 42, 43, 44, 45, 46, 47, 48];"The Old men (and the new ones) of the sea; pathfinders of yesterday and today";Rotschi, H.
64692;1960;64678;[49, 50];The Weather and the seas;Collins, Peter B.
64692;1960;64682;[51, 52, 53];Wanted: better ocean-going research ships;Herdman, H.F.P.
64692;1960;64683;[56, 57, 58, 59, 60, 61, 62];Fish, the great food potential;Finn.B.|Food and Agriculture Organization of the United Nations
64692;1960;64684;[63, 64];Atoms overboard;Tait, George W.C.
64724;1960;64723;[4, 5, 6, 7];"Pitoa; pilot school in a Cameroon village";Caloz, René
64724;1960;64725;[13];Child Aesops of the Cameroons;
64724;1960;64739;[14, 15];Desert or deluge at the flick of a switch;Behrman, Daniel
64724;1960;64744;[16, 17, 18, 19];The Stairway of the giants;Almasy, Paul
64724;1960;64746;[20, 21, 22, 23, 24];Fine arts on postage stamps;Jacobs, David J.
64724;1960;64747;[25, 26, 27, 28, 29];A Century of black gold;Owens, W.H.
64724;1960;64748;[30, 31, 32];In these drear wastes, what visionary pasts revive;Emery, Walter B.
64833;1985;64805;[4, 5, 6, 7];In search of the present;Khaliffé, Eduardo
64833;1985;64806;[8, 9, 10, 11];That first job;
64833;1985;64807;[12];World Congress on Youth;
64833;1985;64808;[13, 14, 15, 16, 17];The Voice of youth from every continent;
64833;1985;64809;[18, 19];A Day in the life of... three young people recount the happenings of a typical day;
64833;1985;64810;[20, 21, 22, 23, 24];Spotlight on youth;
64833;1985;64811;[25, 26, 27];Streets apart;Fall, Merrick
64833;1985;64813;[28, 29, 30, 31];Africa's generation gap;Ly, Boubakar
64833;1985;64814;[32, 33];China's most precious energy source;Tang Ruoxin
64833;1985;64817;[34];A Truce for children;Ahrweiler, Hélène
78175;1960;64834;[4, 5];Racism, the social cancer of our time;
78175;1960;64836;[6, 7, 8, 9, 10, 11, 12];Race prejudice and education;Bibby, Harold Cyril
78175;1960;64837;[13, 14, 15, 16, 17];A Look at modern anti-semitism;Poliakov, Léon
78175;1960;64838;[20, 21, 22, 23];Light and shadows in the racial landscape of Latin America;Métraux, Alfred
78175;1960;64839;[24, 25, 26, 27];X-Ray of the racist mind;Jahoda, Marie
78175;1960;64840;[28];Frank conversation at an empty table;Singh, Khushwant
78175;1960;64841;[29, 30, 31];The Cinema says no to racism;Marcorelles, Louis
